"Austria","Belarus","Belgium","Bulgaria","Croatia","Czechia","Denmark","Estonia","Finland","France","Georgia","Germany","Greece","Hungary","Iceland","Ireland","Israel","Italy","Kazakhstan","Kyrgyzstan","Latvia","Lithuania","Luxembourg","Netherlands","Norway","Poland","Portugal","Republic.of.Moldova","Romania","Russian.Federation","Serbia","Slovakia","Slovenia","Spain","Sweden","Switzerland","Turkey","Ukraine","United.Kingdom","Uzbekistan","Canada","Mexico","Morocco","United.States.of.America"
0.00337354540891179,0.00260107178298784,0.00418853304256207,0.00402147650426662,0.00388443595606377,0.00330334133381991,0.00394009379739804,0.00261150898066316,0.00211552468962251,0.00469117910251782,0.00324736180338115,0.00369959053572264,0.00484241016708768,0.00357049232743318,0.00297125079905201,0.00535831419038312,0.0055817145897737,0.00448553423972821,0.00196408822303298,0.0018977189993912,0.00266199247483297,0.0027764957590296,0.00406330416926925,0.00422507736112283,0.00233680696640804,0.00317206993842489,0.00638907859163931,0.00307492146651425,0.00343511219516763,0.000803080925917695,0.00382081038850601,0.00318875489648469,0.00365355396640693,0.00530223419738071,0.00229180676557324,0.0033637893838045,0.00391368131070744,0.0027005678414031,0.00481461657210497,0.00303855219559161,0.000846611656042415,0.00812045380667163,0.00478722221236481,0.00322074261795263
0.00350766943629071,0.0026865646855007,0.00428826674743125,0.00391912938087974,0.00387451889837764,0.00347015035609197,0.00383127370576636,0.00255997448001019,0.00218453519577131,0.0047266835271827,0.00325859278877401,0.00388374694912417,0.00478005509693094,0.00358987924040259,0.00305872728217399,0.00524371426843312,0.00555063788865126,0.00439655760528501,0.00182688056063689,0.00181935370105171,0.00264009684633484,0.00282375770725745,0.00420815116992961,0.00438812909161479,0.00234474191953955,0.00324996637921367,0.00631148282693545,0.00305808341114127,0.00331363324871399,0.000800330219375974,0.00371971247853785,0.00316624489661067,0.00373955170281444,0.00527371941977929,0.00240595341938514,0.00335174471475777,0.00395319454528565,0.00276162966234643,0.00464521088340755,0.00287547537909095,0.000888277777753258,0.00813163551701511,0.00468098008960841,0.00326406337532229
0.00337957328598649,0.00286513530256048,0.00408662770946673,0.0037307979213625,0.00372208581786804,0.00335455039102789,0.00372017812275614,0.00277467469190434,0.00220974302791249,0.00454133357199851,0.00325080369110211,0.00361168738199214,0.00444790930110908,0.00348304050766506,0.00321341081224838,0.00522484103705287,0.00585765658497704,0.00429345126407086,0.00174326746361521,0.00179182707354094,0.00280864633112947,0.00288294781660755,0.00400814922156177,0.004074406238941,0.00244835891593384,0.00323966849658463,0.00615809494717822,0.00316572812115428,0.00330938116343484,0.00079168587661309,0.00352219455305827,0.00319409022008095,0.00359366608725863,0.00527825185080058,0.00248444968264753,0.00330327895873797,0.00398453416600015,0.0028905494713274,0.00468546152021071,0.00284684663813645,0.000924505548549001,0.00803182565623531,0.00468858283436449,0.0033164701403008
0.00326315105096209,0.0026687982685186,0.0041960432897913,0.00347309859207228,0.00358973053028892,0.00317537038754238,0.00369676996767776,0.002920791192853,0.00221783164739222,0.00460550861615649,0.00331034079506947,0.00359155803003296,0.00420355741183626,0.00327492916521301,0.0031696400657753,0.00512176456879356,0.00568424486756129,0.00426531048027237,0.00177987536463412,0.00195471020717608,0.00287169877940016,0.00281294267722515,0.00398708230533486,0.00417829443866765,0.00248612791271216,0.00311065430293387,0.00611001730112985,0.00297035530565019,0.00309007653305707,0.000775022725236354,0.00333366003828177,0.00301301764877293,0.003466003217946,0.00514718930967166,0.00251653210493732,0.00322529837865195,0.00380811591498619,0.0028306483821961,0.00476867343390379,0.00290925414242654,0.000947220238310576,0.00792477253571912,0.00436659015533715,0.00328684223459217
0.00321130486246527,0.00276727794300081,0.00458850495356019,0.00340941393204637,0.00366051071352334,0.00315494500361282,0.00394127991442848,0.00288834420169524,0.00220405738052231,0.00495557524346203,0.00337243653502295,0.0037973968535514,0.00426049080320733,0.00325468901681614,0.00297369265984568,0.005246770071275,0.00570266316212064,0.00429761118063713,0.00184979050495314,0.00205506100935028,0.00285147871543382,0.00285541981213251,0.00446427478666899,0.0045293139297511,0.00243280122884285,0.00323108203581137,0.00651299985905759,0.00290980196586991,0.00305985896936055,0.000765001332458167,0.00335333224445127,0.00299301763481017,0.00344765982420104,0.00532113537150873,0.00240476618993694,0.00326531565466625,0.00376686752500559,0.00280806440118091,0.0051255894714538,0.00303176508899108,0.000899648929532985,0.00787418548965297,0.0041126061038251,0.00321580823212957
0.00354856041999102,0.00281799111671165,0.00502505319670296,0.00353925652097422,0.00385834052072268,0.00350853507727583,0.00421260361089924,0.00291725563335727,0.0021541954927491,0.00513169993712659,0.00335452408078127,0.00425576633186623,0.00431226385695981,0.00336106198172394,0.00302397619699112,0.00513123648148959,0.00587962438803269,0.00458050724620835,0.00184121056989542,0.00204280935338557,0.00292918269269124,0.00303084400215599,0.00482240185649145,0.00498979201278904,0.00258023504644672,0.00338942931911507,0.00631657594673253,0.00305280583364737,0.00314673276224714,0.00076220338744374,0.00345948974331203,0.00305771761375228,0.00367683120499857,0.00524721664641736,0.00259583962494485,0.00366304716522332,0.00372807114550055,0.00279107809853885,0.00493175496436573,0.00296017842691428,0.000909031712046828,0.00776423476884393,0.00429855021352414,0.00317348604638302
0.00383457871486125,0.00288290499558173,0.0048170614672643,0.00376427396483695,0.00421335862329096,0.00384297380099456,0.00437788044960285,0.0030690983905995,0.0022884362609655,0.00497569159942503,0.00307109420621247,0.00429011561331563,0.00437583340002421,0.00374348434603816,0.00285747247805533,0.00539308581856608,0.00584247802313126,0.00478322078359636,0.00191473138524864,0.00211094572463718,0.00314474012832857,0.00321028599188491,0.0046871484104887,0.0048313546426301,0.00268336897781678,0.00355835581557256,0.0062455801259788,0.00314149908460003,0.00334766219662085,0.000730230253055256,0.00377389667274384,0.00341630326033723,0.00403767871085821,0.00511696630290183,0.00282773867781658,0.00381737492888068,0.00356866341620596,0.00285692690233398,0.00498839772804515,0.00296679432890975,0.00091003728402161,0.00743464154669903,0.00433599025189259,0.00313016206509386
0.00375053192380054,0.00297640380737048,0.00475733862598289,0.00372395732044262,0.00437584251253573,0.00367696580715474,0.0043876058793573,0.00330403982934555,0.00256073188935836,0.00530398436593081,0.00296208419944343,0.00414843531141113,0.00453627265322045,0.00389404564898221,0.00278421995881107,0.0051347885900983,0.00594394517099212,0.00477541544864076,0.00190349089620533,0.00191190752310397,0.00330394139466438,0.00328988240997597,0.00460628747537683,0.00480967060565304,0.00267714087700209,0.00358057179321828,0.0065758724464335,0.00312451857678409,0.00338702747953426,0.000722631237385456,0.00386152666830435,0.00357752322366453,0.00411051343853625,0.00550289160498784,0.00283896389326724,0.00376444242572847,0.00346458026447847,0.00297828838725223,0.00494966988589017,0.00277786198844115,0.00084904280749688,0.00720079165763859,0.00424049930521381,0.00318570585902726
0.00381375978751075,0.00311814626444166,0.00502183396781236,0.00381229420491716,0.00436622763077706,0.00378421461208438,0.00432381889390508,0.00321479963036062,0.00250712363971179,0.00547085149772787,0.00294661453301874,0.00439124321974978,0.00454919600010813,0.00387973849208041,0.00286511602989671,0.0051127688477868,0.00584350748968611,0.00479861486506322,0.00180297482213875,0.00181311676011242,0.00335259501182986,0.00341491446349759,0.00496510584510008,0.00493856843504767,0.00258695493941913,0.00377569982396242,0.00651955110999482,0.00319190391767528,0.00344781738489489,0.000754702161750639,0.00392290806741829,0.00357460142605042,0.00410866052061885,0.00562778798371602,0.00269585640238805,0.00394057344361465,0.00338131681646051,0.00307839345000432,0.00492377935448162,0.00266074080981165,0.000824111091625495,0.0073193057236053,0.00420883036031589,0.00316248717921661
0.00391653023026857,0.00326771568616552,0.00492957021446388,0.00381552750497575,0.00444192558684345,0.00394075829695698,0.00436138614288464,0.00308218693481967,0.00233366454696594,0.00534519189135293,0.00285699442425112,0.00436936987782736,0.00444684100968314,0.00396169386575306,0.00285556206008437,0.00521381588168161,0.00559326947830136,0.00490668210781095,0.00175476661277199,0.00178728273987396,0.00331713273006708,0.00356645499633226,0.00488253509998267,0.00486890866166981,0.00261612758929216,0.00401477799401032,0.00629583358577797,0.00321791894777518,0.00344988536656256,0.000766615907429218,0.00394589923579068,0.00369063445849681,0.00424738596265036,0.00530877001404171,0.00270140719758303,0.00395263002568198,0.00342679986737527,0.0031227432051239,0.00496115304463424,0.00269474818793281,0.000813329174376554,0.00747504553749813,0.00419286621509054,0.00316064502582606
