COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Russian Federation,2018,40,ILI CASES,0TO4,,,,,0.00
Russian Federation,2018,40,ILI CASES,5TO14,,,,,0.00
Russian Federation,2018,40,ILI CASES,15TO64,,,,,1.00
Russian Federation,2018,40,ILI CASES,65TO,,,,,0.00
Russian Federation,2018,40,ILI CASES,ALL,,,,,1.00
Russian Federation,2018,40,ILI POPULATION COVERED,0TO4,,,,,3352904.00
Russian Federation,2018,40,ILI POPULATION COVERED,5TO14,,,,,5058752.00
Russian Federation,2018,40,ILI POPULATION COVERED,15TO64,,,,,36062184.00
Russian Federation,2018,40,ILI POPULATION COVERED,65TO,,,,,8140966.00
Russian Federation,2018,40,ILI POPULATION COVERED,ALL,,,,,52613816.00
Russian Federation,2018,40,ARI CASES,0TO4,,,,,109803.00
Russian Federation,2018,40,ARI CASES,5TO14,,,,,110987.00
Russian Federation,2018,40,ARI CASES,15TO64,,,,,95247.00
Russian Federation,2018,40,ARI CASES,65TO,,,,,9664.00
Russian Federation,2018,40,ARI CASES,ALL,,,,,325701.00
Russian Federation,2018,40,ARI POPULATION COVERED,0TO4,,,,,3352904.00
Russian Federation,2018,40,ARI POPULATION COVERED,5TO14,,,,,5058752.00
Russian Federation,2018,40,ARI POPULATION COVERED,15TO64,,,,,36062184.00
Russian Federation,2018,40,ARI POPULATION COVERED,65TO,,,,,8140966.00
Russian Federation,2018,40,ARI POPULATION COVERED,ALL,,,,,52613816.00
Russian Federation,2018,40,SARI CASES,0TO4,,,,,10.00
Russian Federation,2018,40,SARI CASES,5TO14,,,,,5.00
Russian Federation,2018,40,SARI CASES,15TO29,,,,,8.00
Russian Federation,2018,40,SARI CASES,15TO64,,,,,
Russian Federation,2018,40,SARI CASES,30TO64,,,,,7.00
Russian Federation,2018,40,SARI CASES,65TO,,,,,1.00
Russian Federation,2018,40,SARI CASES,UNKNOWN,,,,,0.00
Russian Federation,2018,40,SARI CASES,ALL,INFLUENZA A,AH12009,Positive,,0.00
Russian Federation,2018,40,SARI CASES,ALL,INFLUENZA A,AH3,Positive,,0.00
Russian Federation,2018,40,SARI CASES,ALL,INFLUENZA A,ANOTSUBTYPED,Positive,,0.00
Russian Federation,2018,40,SARI CASES,ALL,INFLUENZA B,BVICTORIA,Positive,,0.00
Russian Federation,2018,40,SARI CASES,ALL,INFLUENZA B,BYAMAGATA,Positive,,0.00
Russian Federation,2018,40,SARI CASES,ALL,INFLUENZA B,TOTAL,Positive,,0.00
Russian Federation,2018,40,SARI CASES,ALL,OTHER RESPIRATORY VIRUS,RSV,Negative,,0.00
Russian Federation,2018,40,SARI CASES,ALL,,,,,31.00
Russian Federation,2018,40,SPECIMENS PROCESSED FOR SARI,ALL,,,TOTAL,,31.00
Russian Federation,2018,40,SARI INPATIENTS,0TO4,,,,,621.00
Russian Federation,2018,40,SARI INPATIENTS,5TO14,,,,,182.00
Russian Federation,2018,40,SARI INPATIENTS,15TO64,,,,,607.00
Russian Federation,2018,40,SARI INPATIENTS,15TO29,,,,,292.00
Russian Federation,2018,40,SARI INPATIENTS,30TO64,,,,,315.00
Russian Federation,2018,40,SARI INPATIENTS,65TO,,,,,97.00
Russian Federation,2018,40,SARI INPATIENTS,UNKNOWN,,,,,0.00
Russian Federation,2018,40,SARI INPATIENTS,ALL,,,,,1507.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,0TO4,,,,,0.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,5TO14,,,,,0.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,15TO64,,,,,0.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,15TO29,,,,,0.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,30TO64,,,,,0.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,65TO,,,,,0.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,UNKNOWN,,,,,0.00
Russian Federation,2018,40,SARI DEATHS INPATIENTS,ALL,,,,,0.00
Russian Federation,2018,40,TREND,,,,,,Unchanged
Russian Federation,2018,40,INTENSITY,,,,,,Low/Moderate
Russian Federation,2018,40,IMPACT,,,,,,
Russian Federation,2018,40,GEOSPREAD,,,,,,No Activity
Russian Federation,2018,41,ILI CASES,0TO4,,,,,0.00
Russian Federation,2018,41,ILI CASES,5TO14,,,,,0.00
Russian Federation,2018,41,ILI CASES,15TO64,,,,,2.00
Russian Federation,2018,41,ILI CASES,65TO,,,,,0.00
Russian Federation,2018,41,ILI CASES,ALL,,,,,2.00
Russian Federation,2018,41,ILI POPULATION COVERED,0TO4,,,,,3352126.00
Russian Federation,2018,41,ILI POPULATION COVERED,5TO14,,,,,5060841.00
Russian Federation,2018,41,ILI POPULATION COVERED,15TO64,,,,,36062263.00
Russian Federation,2018,41,ILI POPULATION COVERED,65TO,,,,,8141535.00
Russian Federation,2018,41,ILI POPULATION COVERED,ALL,,,,,52615775.00
Russian Federation,2018,41,ARI CASES,0TO4,,,,,108508.00
Russian Federation,2018,41,ARI CASES,5TO14,,,,,103563.00
Russian Federation,2018,41,ARI CASES,15TO64,,,,,91102.00
Russian Federation,2018,41,ARI CASES,65TO,,,,,7963.00
Russian Federation,2018,41,ARI CASES,ALL,,,,,311136.00
Russian Federation,2018,41,ARI POPULATION COVERED,0TO4,,,,,3352126.00
Russian Federation,2018,41,ARI POPULATION COVERED,5TO14,,,,,5060841.00
Russian Federation,2018,41,ARI POPULATION COVERED,15TO64,,,,,36062263.00
Russian Federation,2018,41,ARI POPULATION COVERED,65TO,,,,,8141535.00
Russian Federation,2018,41,ARI POPULATION COVERED,ALL,,,,,52615775.00
Russian Federation,2018,41,SARI CASES,0TO4,,,,,13.00
Russian Federation,2018,41,SARI CASES,5TO14,,,,,5.00
Russian Federation,2018,41,SARI CASES,15TO29,,,,,5.00
Russian Federation,2018,41,SARI CASES,15TO64,,,,,12.00
Russian Federation,2018,41,SARI CASES,30TO64,,,,,7.00
Russian Federation,2018,41,SARI CASES,65TO,,,,,3.00
Russian Federation,2018,41,SARI CASES,UNKNOWN,,,,,0.00
Russian Federation,2018,41,SARI CASES,ALL,INFLUENZA A,AH12009,Positive,,1.00
Russian Federation,2018,41,SARI CASES,ALL,INFLUENZA A,AH3,Positive,,0.00
Russian Federation,2018,41,SARI CASES,ALL,INFLUENZA A,ANOTSUBTYPED,Positive,,0.00
Russian Federation,2018,41,SARI CASES,ALL,INFLUENZA B,BVICTORIA,Positive,,0.00
Russian Federation,2018,41,SARI CASES,ALL,INFLUENZA B,BYAMAGATA,Positive,,0.00
Russian Federation,2018,41,SARI CASES,ALL,INFLUENZA B,TOTAL,Positive,,0.00
Russian Federation,2018,41,SARI CASES,ALL,OTHER RESPIRATORY VIRUS,RSV,Negative,,0.00
Russian Federation,2018,41,SARI CASES,ALL,,,,,33.00
Russian Federation,2018,41,SPECIMENS PROCESSED FOR SARI,ALL,,,TOTAL,,33.00
Russian Federation,2018,41,SARI INPATIENTS,0TO4,,,,,721.00
Russian Federation,2018,41,SARI INPATIENTS,5TO14,,,,,212.00
Russian Federation,2018,41,SARI INPATIENTS,15TO64,,,,,769.00
Russian Federation,2018,41,SARI INPATIENTS,15TO29,,,,,321.00
Russian Federation,2018,41,SARI INPATIENTS,30TO64,,,,,448.00
Russian Federation,2018,41,SARI INPATIENTS,65TO,,,,,117.00
Russian Federation,2018,41,SARI INPATIENTS,UNKNOWN,,,,,0.00
Russian Federation,2018,41,SARI INPATIENTS,ALL,,,,,1819.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,0TO4,,,,,0.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,5TO14,,,,,0.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,15TO64,,,,,0.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,15TO29,,,,,0.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,30TO64,,,,,0.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,65TO,,,,,0.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,UNKNOWN,,,,,0.00
Russian Federation,2018,41,SARI DEATHS INPATIENTS,ALL,,,,,0.00
Russian Federation,2018,41,TREND,,,,,,Decreasing
Russian Federation,2018,41,INTENSITY,,,,,,Low/Moderate
Russian Federation,2018,41,IMPACT,,,,,,
Russian Federation,2018,41,GEOSPREAD,,,,,,No Activity
Russian Federation,2018,42,ILI CASES,0TO4,,,,,0.00
Russian Federation,2018,42,ILI CASES,5TO14,,,,,3.00
Russian Federation,2018,42,ILI CASES,15TO64,,,,,6.00
Russian Federation,2018,42,ILI CASES,65TO,,,,,0.00
Russian Federation,2018,42,ILI CASES,ALL,,,,,9.00
Russian Federation,2018,42,ILI POPULATION COVERED,0TO4,,,,,3351938.00
Russian Federation,2018,42,ILI POPULATION COVERED,5TO14,,,,,5058873.00
Russian Federation,2018,42,ILI POPULATION COVERED,15TO64,,,,,36062209.00
Russian Federation,2018,42,ILI POPULATION COVERED,65TO,,,,,8143903.00
Russian Federation,2018,42,ILI POPULATION COVERED,ALL,,,,,52616923.00
Russian Federation,2018,42,ARI CASES,0TO4,,,,,109383.00
Russian Federation,2018,42,ARI CASES,5TO14,,,,,82155.00
Russian Federation,2018,42,ARI CASES,15TO64,,,,,91455.00
Russian Federation,2018,42,ARI CASES,65TO,,,,,24005.00
Russian Federation,2018,42,ARI CASES,ALL,,,,,306998.00
Russian Federation,2018,42,ARI POPULATION COVERED,0TO4,,,,,3351938.00
Russian Federation,2018,42,ARI POPULATION COVERED,5TO14,,,,,5058873.00
Russian Federation,2018,42,ARI POPULATION COVERED,15TO64,,,,,36062209.00
Russian Federation,2018,42,ARI POPULATION COVERED,65TO,,,,,8143903.00
Russian Federation,2018,42,ARI POPULATION COVERED,ALL,,,,,52616923.00
Russian Federation,2018,42,SARI CASES,0TO4,,,,,14.00
Russian Federation,2018,42,SARI CASES,5TO14,,,,,6.00
Russian Federation,2018,42,SARI CASES,15TO29,,,,,7.00
Russian Federation,2018,42,SARI CASES,15TO64,,,,,
Russian Federation,2018,42,SARI CASES,30TO64,,,,,7.00
Russian Federation,2018,42,SARI CASES,65TO,,,,,2.00
Russian Federation,2018,42,SARI CASES,UNKNOWN,,,,,0.00
Russian Federation,2018,42,SARI CASES,ALL,INFLUENZA A,AH12009,Positive,,0.00
Russian Federation,2018,42,SARI CASES,ALL,INFLUENZA A,AH3,Positive,,0.00
Russian Federation,2018,42,SARI CASES,ALL,INFLUENZA A,ANOTSUBTYPED,Positive,,0.00
Russian Federation,2018,42,SARI CASES,ALL,INFLUENZA B,BVICTORIA,Positive,,
Russian Federation,2018,42,SARI CASES,ALL,INFLUENZA B,BYAMAGATA,Positive,,
Russian Federation,2018,42,SARI CASES,ALL,INFLUENZA B,TOTAL,Positive,,0.00
Russian Federation,2018,42,SARI CASES,ALL,OTHER RESPIRATORY VIRUS,RSV,Negative,,1.00
Russian Federation,2018,42,SARI CASES,ALL,,,,,36.00
