COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Uzbekistan,2018,40,ILI CASES,0TO4,,,,,0.00
Uzbekistan,2018,40,ILI CASES,5TO14,,,,,0.00
Uzbekistan,2018,40,ILI CASES,15TO64,,,,,0.00
Uzbekistan,2018,40,ILI CASES,65TO,,,,,0.00
Uzbekistan,2018,40,ILI CASES,UNKNOWN,,,,,0.00
Uzbekistan,2018,40,ILI CASES,ALL,,,,,0.00
Uzbekistan,2018,40,ILI POPULATION COVERED,0TO4,,,,,4475.00
Uzbekistan,2018,40,ILI POPULATION COVERED,5TO14,,,,,9185.00
Uzbekistan,2018,40,ILI POPULATION COVERED,15TO64,,,,,31465.00
Uzbekistan,2018,40,ILI POPULATION COVERED,65TO,,,,,6388.00
Uzbekistan,2018,40,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Uzbekistan,2018,40,ILI POPULATION COVERED,ALL,,,,,51513.00
Uzbekistan,2018,40,ARI CASES,0TO4,,,,,13.00
Uzbekistan,2018,40,ARI CASES,5TO14,,,,,19.00
Uzbekistan,2018,40,ARI CASES,15TO64,,,,,21.00
Uzbekistan,2018,40,ARI CASES,65TO,,,,,0.00
Uzbekistan,2018,40,ARI CASES,UNKNOWN,,,,,0.00
Uzbekistan,2018,40,ARI CASES,ALL,,,,,53.00
Uzbekistan,2018,40,ARI POPULATION COVERED,0TO4,,,,,4475.00
Uzbekistan,2018,40,ARI POPULATION COVERED,5TO14,,,,,9185.00
Uzbekistan,2018,40,ARI POPULATION COVERED,15TO64,,,,,31465.00
Uzbekistan,2018,40,ARI POPULATION COVERED,65TO,,,,,6388.00
Uzbekistan,2018,40,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Uzbekistan,2018,40,ARI POPULATION COVERED,ALL,,,,,51513.00
Uzbekistan,2018,40,SARI CASES,0TO4,,,,,0.00
Uzbekistan,2018,40,SARI CASES,5TO14,,,,,0.00
Uzbekistan,2018,40,SARI CASES,15TO64,,,,,0.00
Uzbekistan,2018,40,SARI CASES,15TO29,,,,,0.00
Uzbekistan,2018,40,SARI CASES,30TO64,,,,,0.00
Uzbekistan,2018,40,SARI CASES,65TO,,,,,0.00
Uzbekistan,2018,40,SARI CASES,UNKNOWN,,,,,0.00
Uzbekistan,2018,40,SARI CASES,ALL,INFLUENZA A,AH12009,Positive,,
Uzbekistan,2018,40,SARI CASES,ALL,INFLUENZA A,AH3,Positive,,
Uzbekistan,2018,40,SARI CASES,ALL,INFLUENZA A,ANOTSUBTYPED,Positive,,
Uzbekistan,2018,40,SARI CASES,ALL,INFLUENZA B,TOTAL,Positive,,
Uzbekistan,2018,40,SARI CASES,ALL,,,,,0.00
Uzbekistan,2018,40,SPECIMENS PROCESSED FOR SARI,ALL,,,TOTAL,,0.00
Uzbekistan,2018,40,SARI INPATIENTS,0TO4,,,,,340.00
Uzbekistan,2018,40,SARI INPATIENTS,5TO14,,,,,182.00
Uzbekistan,2018,40,SARI INPATIENTS,15TO29,,,,,300.00
Uzbekistan,2018,40,SARI INPATIENTS,15TO64,,,,,396.00
Uzbekistan,2018,40,SARI INPATIENTS,30TO64,,,,,96.00
Uzbekistan,2018,40,SARI INPATIENTS,65TO,,,,,0.00
Uzbekistan,2018,40,SARI INPATIENTS,UNKNOWN,,,,,0.00
Uzbekistan,2018,40,SARI INPATIENTS,ALL,,,,,918.00
Uzbekistan,2018,40,TREND,,,,,,Unchanged
Uzbekistan,2018,40,INTENSITY,,,,,,Low/Moderate
Uzbekistan,2018,40,IMPACT,,,,,,Low
Uzbekistan,2018,40,GEOSPREAD,,,,,,No Activity
Uzbekistan,2018,41,ILI CASES,0TO4,,,,,5.00
Uzbekistan,2018,41,ILI CASES,5TO14,,,,,3.00
Uzbekistan,2018,41,ILI CASES,15TO64,,,,,2.00
Uzbekistan,2018,41,ILI CASES,65TO,,,,,0.00
Uzbekistan,2018,41,ILI CASES,UNKNOWN,,,,,0.00
Uzbekistan,2018,41,ILI CASES,ALL,,,,,10.00
Uzbekistan,2018,41,ILI POPULATION COVERED,0TO4,,,,,4475.00
Uzbekistan,2018,41,ILI POPULATION COVERED,5TO14,,,,,9185.00
Uzbekistan,2018,41,ILI POPULATION COVERED,15TO64,,,,,31465.00
Uzbekistan,2018,41,ILI POPULATION COVERED,65TO,,,,,6388.00
Uzbekistan,2018,41,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Uzbekistan,2018,41,ILI POPULATION COVERED,ALL,,,,,51513.00
Uzbekistan,2018,41,ARI CASES,0TO4,,,,,13.00
Uzbekistan,2018,41,ARI CASES,5TO14,,,,,16.00
Uzbekistan,2018,41,ARI CASES,15TO64,,,,,36.00
Uzbekistan,2018,41,ARI CASES,65TO,,,,,0.00
Uzbekistan,2018,41,ARI CASES,UNKNOWN,,,,,0.00
Uzbekistan,2018,41,ARI CASES,ALL,,,,,65.00
Uzbekistan,2018,41,ARI POPULATION COVERED,0TO4,,,,,4475.00
Uzbekistan,2018,41,ARI POPULATION COVERED,5TO14,,,,,9185.00
Uzbekistan,2018,41,ARI POPULATION COVERED,15TO64,,,,,31465.00
Uzbekistan,2018,41,ARI POPULATION COVERED,65TO,,,,,6388.00
Uzbekistan,2018,41,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Uzbekistan,2018,41,ARI POPULATION COVERED,ALL,,,,,51513.00
Uzbekistan,2018,41,SARI CASES,0TO4,,,,,0.00
Uzbekistan,2018,41,SARI CASES,5TO14,,,,,0.00
Uzbekistan,2018,41,SARI CASES,15TO64,,,,,0.00
Uzbekistan,2018,41,SARI CASES,15TO29,,,,,0.00
Uzbekistan,2018,41,SARI CASES,30TO64,,,,,0.00
Uzbekistan,2018,41,SARI CASES,65TO,,,,,0.00
Uzbekistan,2018,41,SARI CASES,UNKNOWN,,,,,0.00
Uzbekistan,2018,41,SARI CASES,ALL,INFLUENZA A,AH12009,Positive,,
Uzbekistan,2018,41,SARI CASES,ALL,INFLUENZA A,AH3,Positive,,
Uzbekistan,2018,41,SARI CASES,ALL,INFLUENZA A,ANOTSUBTYPED,Positive,,
Uzbekistan,2018,41,SARI CASES,ALL,INFLUENZA B,TOTAL,Positive,,
Uzbekistan,2018,41,SARI CASES,ALL,,,,,0.00
Uzbekistan,2018,41,SPECIMENS PROCESSED FOR SARI,ALL,,,TOTAL,,0.00
Uzbekistan,2018,41,SARI INPATIENTS,0TO4,,,,,301.00
Uzbekistan,2018,41,SARI INPATIENTS,5TO14,,,,,196.00
Uzbekistan,2018,41,SARI INPATIENTS,15TO29,,,,,289.00
Uzbekistan,2018,41,SARI INPATIENTS,15TO64,,,,,390.00
Uzbekistan,2018,41,SARI INPATIENTS,30TO64,,,,,101.00
Uzbekistan,2018,41,SARI INPATIENTS,65TO,,,,,2.00
Uzbekistan,2018,41,SARI INPATIENTS,UNKNOWN,,,,,0.00
Uzbekistan,2018,41,SARI INPATIENTS,ALL,,,,,889.00
Uzbekistan,2018,41,TREND,,,,,,Unchanged
Uzbekistan,2018,41,INTENSITY,,,,,,Low/Moderate
Uzbekistan,2018,41,IMPACT,,,,,,Low
Uzbekistan,2018,41,GEOSPREAD,,,,,,No Activity
Uzbekistan,2018,42,ILI CASES,0TO4,,,,,4.00
Uzbekistan,2018,42,ILI CASES,5TO14,,,,,14.00
Uzbekistan,2018,42,ILI CASES,15TO64,,,,,7.00
Uzbekistan,2018,42,ILI CASES,65TO,,,,,0.00
Uzbekistan,2018,42,ILI CASES,UNKNOWN,,,,,0.00
Uzbekistan,2018,42,ILI CASES,ALL,,,,,25.00
Uzbekistan,2018,42,ILI POPULATION COVERED,0TO4,,,,,4475.00
Uzbekistan,2018,42,ILI POPULATION COVERED,5TO14,,,,,9185.00
Uzbekistan,2018,42,ILI POPULATION COVERED,15TO64,,,,,31465.00
Uzbekistan,2018,42,ILI POPULATION COVERED,65TO,,,,,6388.00
