COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Ukraine,2018,40,ILI CASES,0TO4,,,,,0.00
Ukraine,2018,40,ILI CASES,5TO14,,,,,0.00
Ukraine,2018,40,ILI CASES,15TO64,,,,,2.00
Ukraine,2018,40,ILI CASES,65TO,,,,,0.00
Ukraine,2018,40,ILI CASES,UNKNOWN,,,,,0.00
Ukraine,2018,40,ILI CASES,ALL,,,,,2.00
Ukraine,2018,40,ILI POPULATION COVERED,0TO4,,,,,6713.00
Ukraine,2018,40,ILI POPULATION COVERED,5TO14,,,,,11502.00
Ukraine,2018,40,ILI POPULATION COVERED,15TO64,,,,,22897.00
Ukraine,2018,40,ILI POPULATION COVERED,65TO,,,,,10220.00
Ukraine,2018,40,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Ukraine,2018,40,ILI POPULATION COVERED,ALL,,,,,51332.00
Ukraine,2018,40,ARI CASES,0TO4,,,,,37429.00
Ukraine,2018,40,ARI CASES,5TO14,,,,,49833.00
Ukraine,2018,40,ARI CASES,15TO64,,,,,50343.00
Ukraine,2018,40,ARI CASES,65TO,,,,,3519.00
Ukraine,2018,40,ARI CASES,UNKNOWN,,,,,0.00
Ukraine,2018,40,ARI CASES,ALL,,,,,141124.00
Ukraine,2018,40,ARI POPULATION COVERED,0TO4,,,,,2097973.00
Ukraine,2018,40,ARI POPULATION COVERED,5TO14,,,,,4432517.00
Ukraine,2018,40,ARI POPULATION COVERED,15TO64,,,,,30396908.00
Ukraine,2018,40,ARI POPULATION COVERED,65TO,,,,,5289368.00
Ukraine,2018,40,ARI POPULATION COVERED,UNKNOWN,,,,,0.00
Ukraine,2018,40,ARI POPULATION COVERED,ALL,,,,,42216766.00
Ukraine,2018,40,SARI CASES,0TO4,,,,,3.00
