COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Switzerland,2018,40,ILI CASES,0TO4,,,,,1.00
Switzerland,2018,40,ILI CASES,5TO14,,,,,0.00
Switzerland,2018,40,ILI CASES,15TO64,,,,,14.00
Switzerland,2018,40,ILI CASES,65TO,,,,,0.00
Switzerland,2018,40,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,40,ILI CASES,ALL,,,,,15.00
Switzerland,2018,40,ILI POPULATION COVERED,0TO4,,,,,6613.00
Switzerland,2018,40,ILI POPULATION COVERED,5TO14,,,,,13175.00
Switzerland,2018,40,ILI POPULATION COVERED,15TO64,,,,,99981.00
Switzerland,2018,40,ILI POPULATION COVERED,65TO,,,,,27322.00
Switzerland,2018,40,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,40,ILI POPULATION COVERED,ALL,,,,,147091.00
Switzerland,2018,40,TREND,,,,,,Unchanged
Switzerland,2018,40,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,40,GEOSPREAD,,,,,,No Activity
Switzerland,2018,41,ILI CASES,0TO4,,,,,0.00
Switzerland,2018,41,ILI CASES,5TO14,,,,,0.00
Switzerland,2018,41,ILI CASES,15TO64,,,,,8.00
Switzerland,2018,41,ILI CASES,65TO,,,,,0.00
Switzerland,2018,41,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,41,ILI CASES,ALL,,,,,8.00
Switzerland,2018,41,ILI POPULATION COVERED,0TO4,,,,,11290.00
Switzerland,2018,41,ILI POPULATION COVERED,5TO14,,,,,21344.00
Switzerland,2018,41,ILI POPULATION COVERED,15TO64,,,,,89136.00
Switzerland,2018,41,ILI POPULATION COVERED,65TO,,,,,24106.00
Switzerland,2018,41,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,41,ILI POPULATION COVERED,ALL,,,,,145876.00
Switzerland,2018,41,TREND,,,,,,Unchanged
Switzerland,2018,41,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,41,GEOSPREAD,,,,,,No Activity
Switzerland,2018,42,ILI CASES,0TO4,,,,,2.00
Switzerland,2018,42,ILI CASES,5TO14,,,,,2.00
Switzerland,2018,42,ILI CASES,15TO64,,,,,13.00
Switzerland,2018,42,ILI CASES,65TO,,,,,1.00
Switzerland,2018,42,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,42,ILI CASES,ALL,,,,,18.00
Switzerland,2018,42,ILI POPULATION COVERED,0TO4,,,,,10499.00
Switzerland,2018,42,ILI POPULATION COVERED,5TO14,,,,,19752.00
Switzerland,2018,42,ILI POPULATION COVERED,15TO64,,,,,90884.00
Switzerland,2018,42,ILI POPULATION COVERED,65TO,,,,,24613.00
Switzerland,2018,42,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,42,ILI POPULATION COVERED,ALL,,,,,145748.00
Switzerland,2018,42,TREND,,,,,,Unchanged
Switzerland,2018,42,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,42,GEOSPREAD,,,,,,No Activity
Switzerland,2018,43,ILI CASES,0TO4,,,,,1.00
Switzerland,2018,43,ILI CASES,5TO14,,,,,0.00
Switzerland,2018,43,ILI CASES,15TO64,,,,,9.00
Switzerland,2018,43,ILI CASES,65TO,,,,,2.00
Switzerland,2018,43,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,43,ILI CASES,ALL,,,,,12.00
Switzerland,2018,43,ILI POPULATION COVERED,0TO4,,,,,11752.00
Switzerland,2018,43,ILI POPULATION COVERED,5TO14,,,,,21924.00
Switzerland,2018,43,ILI POPULATION COVERED,15TO64,,,,,97399.00
Switzerland,2018,43,ILI POPULATION COVERED,65TO,,,,,26201.00
Switzerland,2018,43,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,43,ILI POPULATION COVERED,ALL,,,,,157276.00
Switzerland,2018,43,TREND,,,,,,Unchanged
Switzerland,2018,43,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,43,GEOSPREAD,,,,,,No Activity
Switzerland,2018,44,ILI CASES,0TO4,,,,,0.00
Switzerland,2018,44,ILI CASES,5TO14,,,,,2.00
Switzerland,2018,44,ILI CASES,15TO64,,,,,17.00
Switzerland,2018,44,ILI CASES,65TO,,,,,6.00
Switzerland,2018,44,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,44,ILI CASES,ALL,,,,,25.00
Switzerland,2018,44,ILI POPULATION COVERED,0TO4,,,,,9715.00
Switzerland,2018,44,ILI POPULATION COVERED,5TO14,,,,,18300.00
Switzerland,2018,44,ILI POPULATION COVERED,15TO64,,,,,87023.00
Switzerland,2018,44,ILI POPULATION COVERED,65TO,,,,,23196.00
Switzerland,2018,44,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,44,ILI POPULATION COVERED,ALL,,,,,138234.00
Switzerland,2018,44,TREND,,,,,,Unchanged
Switzerland,2018,44,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,44,GEOSPREAD,,,,,,Localized
Switzerland,2018,45,ILI CASES,0TO4,,,,,1.00
Switzerland,2018,45,ILI CASES,5TO14,,,,,1.00
Switzerland,2018,45,ILI CASES,15TO64,,,,,18.00
Switzerland,2018,45,ILI CASES,65TO,,,,,1.00
Switzerland,2018,45,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,45,ILI CASES,ALL,,,,,21.00
Switzerland,2018,45,ILI POPULATION COVERED,0TO4,,,,,10772.00
Switzerland,2018,45,ILI POPULATION COVERED,5TO14,,,,,20224.00
Switzerland,2018,45,ILI POPULATION COVERED,15TO64,,,,,94343.00
Switzerland,2018,45,ILI POPULATION COVERED,65TO,,,,,25429.00
Switzerland,2018,45,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,45,ILI POPULATION COVERED,ALL,,,,,150768.00
Switzerland,2018,45,TREND,,,,,,Unchanged
Switzerland,2018,45,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,45,GEOSPREAD,,,,,,Localized
Switzerland,2018,46,ILI CASES,0TO4,,,,,1.00
Switzerland,2018,46,ILI CASES,5TO14,,,,,3.00
Switzerland,2018,46,ILI CASES,15TO64,,,,,14.00
Switzerland,2018,46,ILI CASES,65TO,,,,,1.00
Switzerland,2018,46,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,46,ILI CASES,ALL,,,,,19.00
Switzerland,2018,46,ILI POPULATION COVERED,0TO4,,,,,11017.00
Switzerland,2018,46,ILI POPULATION COVERED,5TO14,,,,,20844.00
Switzerland,2018,46,ILI POPULATION COVERED,15TO64,,,,,100649.00
Switzerland,2018,46,ILI POPULATION COVERED,65TO,,,,,27188.00
Switzerland,2018,46,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,46,ILI POPULATION COVERED,ALL,,,,,159698.00
Switzerland,2018,46,TREND,,,,,,Unchanged
Switzerland,2018,46,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,46,GEOSPREAD,,,,,,Localized
Switzerland,2018,47,ILI CASES,0TO4,,,,,5.00
Switzerland,2018,47,ILI CASES,5TO14,,,,,7.00
Switzerland,2018,47,ILI CASES,15TO64,,,,,32.00
Switzerland,2018,47,ILI CASES,65TO,,,,,3.00
Switzerland,2018,47,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,47,ILI CASES,ALL,,,,,47.00
Switzerland,2018,47,ILI POPULATION COVERED,0TO4,,,,,9543.00
Switzerland,2018,47,ILI POPULATION COVERED,5TO14,,,,,18198.00
Switzerland,2018,47,ILI POPULATION COVERED,15TO64,,,,,103917.00
Switzerland,2018,47,ILI POPULATION COVERED,65TO,,,,,28171.00
Switzerland,2018,47,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,47,ILI POPULATION COVERED,ALL,,,,,159829.00
Switzerland,2018,47,TREND,,,,,,Unchanged
Switzerland,2018,47,INTENSITY,,,,,,Low/Moderate
Switzerland,2018,47,GEOSPREAD,,,,,,Localized
Switzerland,2018,48,ILI CASES,0TO4,,,,,1.00
Switzerland,2018,48,ILI CASES,5TO14,,,,,0.00
Switzerland,2018,48,ILI CASES,15TO64,,,,,27.00
Switzerland,2018,48,ILI CASES,65TO,,,,,1.00
Switzerland,2018,48,ILI CASES,UNKNOWN,,,,,0.00
Switzerland,2018,48,ILI CASES,ALL,,,,,29.00
Switzerland,2018,48,ILI POPULATION COVERED,0TO4,,,,,10034.00
Switzerland,2018,48,ILI POPULATION COVERED,5TO14,,,,,19014.00
Switzerland,2018,48,ILI POPULATION COVERED,15TO64,,,,,99326.00
Switzerland,2018,48,ILI POPULATION COVERED,65TO,,,,,26826.00
Switzerland,2018,48,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Switzerland,2018,48,ILI POPULATION COVERED,ALL,,,,,155200.00
Switzerland,2018,48,TREND,,,,,,Unchanged
Switzerland,2018,48,INTENSITY,,,,,,baseline
Switzerland,2018,48,GEOSPREAD,,,,,,Localized
Switzerland,2018,49,ILI CASES,0TO4,,,,,4.00
Switzerland,2018,49,ILI CASES,5TO14,,,,,7.00
Switzerland,2018,49,ILI CASES,15TO64,,,,,32.00
Switzerland,2018,49,ILI CASES,65TO,,,,,5.00
