COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Norway,2018,40,ILI CASES,0TO4,,,,,17.00
Norway,2018,40,ILI CASES,5TO14,,,,,27.00
Norway,2018,40,ILI CASES,15TO64,,,,,842.00
Norway,2018,40,ILI CASES,65TO,,,,,76.00
Norway,2018,40,ILI CASES,UNKNOWN,,,,,0.00
Norway,2018,40,ILI CASES,ALL,,,,,962.00
Norway,2018,40,ILI POPULATION COVERED,0TO4,,,,,298759.00
Norway,2018,40,ILI POPULATION COVERED,5TO14,,,,,647795.00
Norway,2018,40,ILI POPULATION COVERED,15TO64,,,,,3495867.00
Norway,2018,40,ILI POPULATION COVERED,65TO,,,,,919135.00
Norway,2018,40,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Norway,2018,40,ILI POPULATION COVERED,ALL,,,,,5361556.00
Norway,2018,40,TREND,,,,,,Unchanged
Norway,2018,40,INTENSITY,,,,,,baseline
Norway,2018,40,GEOSPREAD,,,,,,Localized
Norway,2018,41,ILI CASES,0TO4,,,,,26.00
Norway,2018,41,ILI CASES,5TO14,,,,,27.00
Norway,2018,41,ILI CASES,15TO64,,,,,931.00
Norway,2018,41,ILI CASES,65TO,,,,,103.00
Norway,2018,41,ILI CASES,UNKNOWN,,,,,0.00
Norway,2018,41,ILI CASES,ALL,,,,,1087.00
Norway,2018,41,ILI POPULATION COVERED,0TO4,,,,,299353.00
Norway,2018,41,ILI POPULATION COVERED,5TO14,,,,,649349.00
Norway,2018,41,ILI POPULATION COVERED,15TO64,,,,,3503996.00
Norway,2018,41,ILI POPULATION COVERED,65TO,,,,,921617.00
Norway,2018,41,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Norway,2018,41,ILI POPULATION COVERED,ALL,,,,,5374315.00
Norway,2018,41,TREND,,,,,,Unchanged
Norway,2018,41,INTENSITY,,,,,,baseline
Norway,2018,41,GEOSPREAD,,,,,,Localized
Norway,2018,42,ILI CASES,0TO4,,,,,18.00
