COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
France,2018,40,ILI CASES,0TO4,,,,,338.00
France,2018,40,ILI CASES,5TO14,,,,,552.00
France,2018,40,ILI CASES,15TO64,,,,,5691.00
France,2018,40,ILI CASES,65TO,,,,,828.00
France,2018,40,ILI CASES,UNKNOWN,,,,,0.00
France,2018,40,ILI CASES,ALL,,,,,7409.00
France,2018,40,ILI POPULATION COVERED,0TO4,,,,,3953823.00
France,2018,40,ILI POPULATION COVERED,5TO14,,,,,8368673.00
France,2018,40,ILI POPULATION COVERED,15TO64,,,,,41850010.00
France,2018,40,ILI POPULATION COVERED,65TO,,,,,12553320.00
France,2018,40,ILI POPULATION COVERED,ALL,,,,,66725826.00
France,2018,40,TREND,,,,,,Unchanged
France,2018,40,INTENSITY,,,,,,Low/Moderate
France,2018,40,IMPACT,,,,,,Low
France,2018,40,GEOSPREAD,,,,,,No Activity
France,2018,41,ILI CASES,0TO4,,,,,956.00
France,2018,41,ILI CASES,5TO14,,,,,1205.00
France,2018,41,ILI CASES,15TO64,,,,,5809.00
France,2018,41,ILI CASES,65TO,,,,,78.00
France,2018,41,ILI CASES,UNKNOWN,,,,,0.00
France,2018,41,ILI CASES,ALL,,,,,8048.00
France,2018,41,ILI POPULATION COVERED,0TO4,,,,,3953823.00
France,2018,41,ILI POPULATION COVERED,5TO14,,,,,8368673.00
France,2018,41,ILI POPULATION COVERED,15TO64,,,,,41850010.00
France,2018,41,ILI POPULATION COVERED,65TO,,,,,12553320.00
France,2018,41,ILI POPULATION COVERED,ALL,,,,,66725826.00
France,2018,41,TREND,,,,,,Unchanged
France,2018,41,INTENSITY,,,,,,Low/Moderate
France,2018,41,IMPACT,,,,,,Low
France,2018,41,GEOSPREAD,,,,,,Localized
France,2018,42,ILI CASES,0TO4,,,,,1285.00
France,2018,42,ILI CASES,5TO14,,,,,670.00
France,2018,42,ILI CASES,15TO64,,,,,5562.00
France,2018,42,ILI CASES,65TO,,,,,270.00
France,2018,42,ILI CASES,UNKNOWN,,,,,0.00
France,2018,42,ILI CASES,ALL,,,,,7787.00
France,2018,42,ILI POPULATION COVERED,0TO4,,,,,3953823.00
France,2018,42,ILI POPULATION COVERED,5TO14,,,,,8368673.00
France,2018,42,ILI POPULATION COVERED,15TO64,,,,,41850010.00
France,2018,42,ILI POPULATION COVERED,65TO,,,,,12553320.00
France,2018,42,ILI POPULATION COVERED,ALL,,,,,66725826.00
France,2018,42,TREND,,,,,,Unchanged
France,2018,42,INTENSITY,,,,,,Low/Moderate
France,2018,42,IMPACT,,,,,,Low
France,2018,42,GEOSPREAD,,,,,,Localized
France,2018,43,ILI CASES,0TO4,,,,,474.00
France,2018,43,ILI CASES,5TO14,,,,,327.00
France,2018,43,ILI CASES,15TO64,,,,,5306.00
France,2018,43,ILI CASES,65TO,,,,,443.00
France,2018,43,ILI CASES,UNKNOWN,,,,,0.00
France,2018,43,ILI CASES,ALL,,,,,6550.00
France,2018,43,ILI POPULATION COVERED,0TO4,,,,,3953823.00
France,2018,43,ILI POPULATION COVERED,5TO14,,,,,8368673.00
France,2018,43,ILI POPULATION COVERED,15TO64,,,,,41850010.00
France,2018,43,ILI POPULATION COVERED,65TO,,,,,12553320.00
France,2018,43,ILI POPULATION COVERED,ALL,,,,,66725826.00
France,2018,43,TREND,,,,,,Unchanged
France,2018,43,INTENSITY,,,,,,Low/Moderate
France,2018,43,IMPACT,,,,,,Low
France,2018,43,GEOSPREAD,,,,,,Localized
France,2018,44,ILI CASES,0TO4,,,,,330.00
France,2018,44,ILI CASES,5TO14,,,,,275.00
France,2018,44,ILI CASES,15TO64,,,,,5362.00
France,2018,44,ILI CASES,65TO,,,,,619.00
France,2018,44,ILI CASES,UNKNOWN,,,,,0.00
France,2018,44,ILI CASES,ALL,,,,,6586.00
France,2018,44,ILI POPULATION COVERED,0TO4,,,,,3953823.00
France,2018,44,ILI POPULATION COVERED,5TO14,,,,,8368673.00
France,2018,44,ILI POPULATION COVERED,15TO64,,,,,41850010.00
France,2018,44,ILI POPULATION COVERED,65TO,,,,,12553320.00
France,2018,44,ILI POPULATION COVERED,ALL,,,,,66725826.00
France,2018,44,TREND,,,,,,Unchanged
France,2018,44,INTENSITY,,,,,,Low/Moderate
France,2018,44,IMPACT,,,,,,Low
France,2018,44,GEOSPREAD,,,,,,No Activity
France,2018,45,ILI CASES,0TO4,,,,,842.00
France,2018,45,ILI CASES,5TO14,,,,,474.00
France,2018,45,ILI CASES,15TO64,,,,,8712.00
France,2018,45,ILI CASES,65TO,,,,,991.00
France,2018,45,ILI CASES,UNKNOWN,,,,,0.00
France,2018,45,ILI CASES,ALL,,,,,11019.00
France,2018,45,ILI POPULATION COVERED,0TO4,,,,,3953823.00
France,2018,45,ILI POPULATION COVERED,5TO14,,,,,8368673.00
