COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Netherlands,2018,40,ILI CASES,0TO4,,,,,4.00
Netherlands,2018,40,ILI CASES,5TO14,,,,,4.00
Netherlands,2018,40,ILI CASES,15TO64,,,,,21.00
Netherlands,2018,40,ILI CASES,65TO,,,,,6.00
Netherlands,2018,40,ILI CASES,UNKNOWN,,,,,0.00
Netherlands,2018,40,ILI CASES,ALL,,,,,35.00
Netherlands,2018,40,ILI POPULATION COVERED,0TO4,,,,,6747.00
Netherlands,2018,40,ILI POPULATION COVERED,5TO14,,,,,15582.00
Netherlands,2018,40,ILI POPULATION COVERED,15TO64,,,,,88875.00
Netherlands,2018,40,ILI POPULATION COVERED,65TO,,,,,24732.00
Netherlands,2018,40,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Netherlands,2018,40,ILI POPULATION COVERED,ALL,,,,,135936.00
Netherlands,2018,40,ARI CASES,0TO4,,,,,378.00
Netherlands,2018,40,ARI CASES,5TO14,,,,,1174.00
Netherlands,2018,40,ARI CASES,15TO64,,,,,176.00
Netherlands,2018,40,ARI CASES,65TO,,,,,433.00
Netherlands,2018,40,ARI CASES,UNKNOWN,,,,,1.00
Netherlands,2018,40,ARI CASES,ALL,,,,,2162.00
Netherlands,2018,40,ARI POPULATION COVERED,0TO4,,,,,56223.00
Netherlands,2018,40,ARI POPULATION COVERED,5TO14,,,,,138691.00
Netherlands,2018,40,ARI POPULATION COVERED,15TO64,,,,,798844.00
Netherlands,2018,40,ARI POPULATION COVERED,65TO,,,,,217089.00
Netherlands,2018,40,ARI POPULATION COVERED,UNKNOWN,,,,,983.00
Netherlands,2018,40,ARI POPULATION COVERED,ALL,,,,,1211830.00
Netherlands,2018,40,TREND,,,,,,Unchanged
Netherlands,2018,40,INTENSITY,,,,,,baseline
Netherlands,2018,40,GEOSPREAD,,,,,,No Activity
Netherlands,2018,41,ILI CASES,0TO4,,,,,9.00
Netherlands,2018,41,ILI CASES,5TO14,,,,,7.00
Netherlands,2018,41,ILI CASES,15TO64,,,,,38.00
Netherlands,2018,41,ILI CASES,65TO,,,,,12.00
Netherlands,2018,41,ILI CASES,UNKNOWN,,,,,0.00
Netherlands,2018,41,ILI CASES,ALL,,,,,66.00
Netherlands,2018,41,ILI POPULATION COVERED,0TO4,,,,,6902.00
Netherlands,2018,41,ILI POPULATION COVERED,5TO14,,,,,15941.00
Netherlands,2018,41,ILI POPULATION COVERED,15TO64,,,,,90695.00
Netherlands,2018,41,ILI POPULATION COVERED,65TO,,,,,24973.00
Netherlands,2018,41,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Netherlands,2018,41,ILI POPULATION COVERED,ALL,,,,,138511.00
Netherlands,2018,41,ARI CASES,0TO4,,,,,413.00
Netherlands,2018,41,ARI CASES,5TO14,,,,,1228.00
Netherlands,2018,41,ARI CASES,15TO64,,,,,207.00
Netherlands,2018,41,ARI CASES,65TO,,,,,450.00
Netherlands,2018,41,ARI CASES,UNKNOWN,,,,,2.00
Netherlands,2018,41,ARI CASES,ALL,,,,,2300.00
Netherlands,2018,41,ARI POPULATION COVERED,0TO4,,,,,56201.00
Netherlands,2018,41,ARI POPULATION COVERED,5TO14,,,,,138677.00
Netherlands,2018,41,ARI POPULATION COVERED,15TO64,,,,,800386.00
Netherlands,2018,41,ARI POPULATION COVERED,65TO,,,,,216102.00
Netherlands,2018,41,ARI POPULATION COVERED,UNKNOWN,,,,,932.00
Netherlands,2018,41,ARI POPULATION COVERED,ALL,,,,,1212298.00
Netherlands,2018,41,TREND,,,,,,Unchanged
Netherlands,2018,41,INTENSITY,,,,,,baseline
Netherlands,2018,41,GEOSPREAD,,,,,,No Activity
Netherlands,2018,42,ILI CASES,0TO4,,,,,11.00
Netherlands,2018,42,ILI CASES,5TO14,,,,,4.00
Netherlands,2018,42,ILI CASES,15TO64,,,,,28.00
Netherlands,2018,42,ILI CASES,65TO,,,,,13.00
Netherlands,2018,42,ILI CASES,UNKNOWN,,,,,0.00
Netherlands,2018,42,ILI CASES,ALL,,,,,56.00
Netherlands,2018,42,ILI POPULATION COVERED,0TO4,,,,,6761.00
Netherlands,2018,42,ILI POPULATION COVERED,5TO14,,,,,15596.00
Netherlands,2018,42,ILI POPULATION COVERED,15TO64,,,,,89115.00
Netherlands,2018,42,ILI POPULATION COVERED,65TO,,,,,24586.00
Netherlands,2018,42,ILI POPULATION COVERED,UNKNOWN,,,,,0.00
Netherlands,2018,42,ILI POPULATION COVERED,ALL,,,,,136058.00
Netherlands,2018,42,ARI CASES,0TO4,,,,,390.00
Netherlands,2018,42,ARI CASES,5TO14,,,,,1173.00
Netherlands,2018,42,ARI CASES,15TO64,,,,,170.00
Netherlands,2018,42,ARI CASES,65TO,,,,,446.00
Netherlands,2018,42,ARI CASES,UNKNOWN,,,,,2.00
Netherlands,2018,42,ARI CASES,ALL,,,,,2181.00
Netherlands,2018,42,ARI POPULATION COVERED,0TO4,,,,,55439.00
Netherlands,2018,42,ARI POPULATION COVERED,5TO14,,,,,136604.00
Netherlands,2018,42,ARI POPULATION COVERED,15TO64,,,,,788033.00
Netherlands,2018,42,ARI POPULATION COVERED,65TO,,,,,212070.00
Netherlands,2018,42,ARI POPULATION COVERED,UNKNOWN,,,,,865.00
