COUNTRY,YEAR_CODE,WEEK_CODE,MEASURE_CODE,AGEGROUP_CODE,VIRUSTYPE_CODE,VIRUS_SUB_CODE,INF_CONF_CODE,SAMPLED_CODE,DataValue
Luxembourg,2018,40,ILI CASES,UNKNOWN,,,,,0.00
Luxembourg,2018,40,ILI CASES,ALL,,,,,0.00
Luxembourg,2018,40,ILI OUTPATIENTS,UNKNOWN,,,,,349.00
Luxembourg,2018,40,ILI OUTPATIENTS,ALL,,,,,349.00
Luxembourg,2018,40,ARI CASES,UNKNOWN,,,,,85.00
Luxembourg,2018,40,ARI CASES,ALL,,,,,85.00
Luxembourg,2018,40,ARI OUTPATIENTS,UNKNOWN,,,,,349.00
Luxembourg,2018,40,ARI OUTPATIENTS,ALL,,,,,349.00
Luxembourg,2018,40,TREND,,,,,,Unchanged
Luxembourg,2018,40,INTENSITY,,,,,,baseline
Luxembourg,2018,40,IMPACT,,,,,,Not Available
Luxembourg,2018,40,GEOSPREAD,,,,,,No Activity
Luxembourg,2018,41,ILI CASES,UNKNOWN,,,,,0.00
Luxembourg,2018,41,ILI CASES,ALL,,,,,0.00
Luxembourg,2018,41,ILI OUTPATIENTS,UNKNOWN,,,,,417.00
Luxembourg,2018,41,ILI OUTPATIENTS,ALL,,,,,417.00
Luxembourg,2018,41,ARI CASES,UNKNOWN,,,,,79.00
Luxembourg,2018,41,ARI CASES,ALL,,,,,79.00
Luxembourg,2018,41,ARI OUTPATIENTS,UNKNOWN,,,,,417.00
Luxembourg,2018,41,ARI OUTPATIENTS,ALL,,,,,417.00
Luxembourg,2018,41,TREND,,,,,,Unchanged
Luxembourg,2018,41,INTENSITY,,,,,,baseline
Luxembourg,2018,41,IMPACT,,,,,,Not Available
Luxembourg,2018,41,GEOSPREAD,,,,,,No Activity
Luxembourg,2018,42,ILI CASES,UNKNOWN,,,,,1.00
Luxembourg,2018,42,ILI CASES,ALL,,,,,1.00
Luxembourg,2018,42,ILI OUTPATIENTS,UNKNOWN,,,,,402.00
Luxembourg,2018,42,ILI OUTPATIENTS,ALL,,,,,402.00
Luxembourg,2018,42,ARI CASES,UNKNOWN,,,,,84.00
Luxembourg,2018,42,ARI CASES,ALL,,,,,84.00
Luxembourg,2018,42,ARI OUTPATIENTS,UNKNOWN,,,,,402.00
Luxembourg,2018,42,ARI OUTPATIENTS,ALL,,,,,402.00
Luxembourg,2018,42,TREND,,,,,,Unchanged
Luxembourg,2018,42,INTENSITY,,,,,,baseline
Luxembourg,2018,42,IMPACT,,,,,,Not Available
Luxembourg,2018,42,GEOSPREAD,,,,,,No Activity
Luxembourg,2018,43,ILI CASES,UNKNOWN,,,,,0.00
Luxembourg,2018,43,ILI CASES,ALL,,,,,0.00
Luxembourg,2018,43,ILI OUTPATIENTS,UNKNOWN,,,,,341.00
Luxembourg,2018,43,ILI OUTPATIENTS,ALL,,,,,341.00
Luxembourg,2018,43,ARI CASES,UNKNOWN,,,,,77.00
Luxembourg,2018,43,ARI CASES,ALL,,,,,77.00
Luxembourg,2018,43,ARI OUTPATIENTS,UNKNOWN,,,,,341.00
Luxembourg,2018,43,ARI OUTPATIENTS,ALL,,,,,341.00
Luxembourg,2018,43,TREND,,,,,,Unchanged
Luxembourg,2018,43,INTENSITY,,,,,,baseline
Luxembourg,2018,43,IMPACT,,,,,,Not Available
Luxembourg,2018,43,GEOSPREAD,,,,,,No Activity
Luxembourg,2018,44,ILI CASES,UNKNOWN,,,,,0.00
Luxembourg,2018,44,ILI CASES,ALL,,,,,0.00
Luxembourg,2018,44,ILI OUTPATIENTS,UNKNOWN,,,,,224.00
Luxembourg,2018,44,ILI OUTPATIENTS,ALL,,,,,224.00
Luxembourg,2018,44,ARI CASES,UNKNOWN,,,,,41.00
Luxembourg,2018,44,ARI CASES,ALL,,,,,41.00
Luxembourg,2018,44,ARI OUTPATIENTS,UNKNOWN,,,,,224.00
Luxembourg,2018,44,ARI OUTPATIENTS,ALL,,,,,224.00
Luxembourg,2018,44,TREND,,,,,,Unchanged
Luxembourg,2018,44,INTENSITY,,,,,,baseline
Luxembourg,2018,44,IMPACT,,,,,,Not Available
Luxembourg,2018,44,GEOSPREAD,,,,,,No Activity
Luxembourg,2018,45,ILI CASES,UNKNOWN,,,,,1.00
Luxembourg,2018,45,ILI CASES,ALL,,,,,1.00
Luxembourg,2018,45,ILI OUTPATIENTS,UNKNOWN,,,,,439.00
Luxembourg,2018,45,ILI OUTPATIENTS,ALL,,,,,439.00
Luxembourg,2018,45,ARI CASES,UNKNOWN,,,,,93.00
Luxembourg,2018,45,ARI CASES,ALL,,,,,93.00
Luxembourg,2018,45,ARI OUTPATIENTS,UNKNOWN,,,,,439.00
Luxembourg,2018,45,ARI OUTPATIENTS,ALL,,,,,439.00
Luxembourg,2018,45,TREND,,,,,,Unchanged
Luxembourg,2018,45,INTENSITY,,,,,,baseline
Luxembourg,2018,45,IMPACT,,,,,,Not Available
Luxembourg,2018,45,GEOSPREAD,,,,,,No Activity
Luxembourg,2018,46,ILI CASES,UNKNOWN,,,,,2.00
Luxembourg,2018,46,ILI CASES,ALL,,,,,2.00
Luxembourg,2018,46,ILI OUTPATIENTS,UNKNOWN,,,,,400.00
Luxembourg,2018,46,ILI OUTPATIENTS,ALL,,,,,400.00
Luxembourg,2018,46,ARI CASES,UNKNOWN,,,,,76.00
Luxembourg,2018,46,ARI CASES,ALL,,,,,76.00
Luxembourg,2018,46,ARI OUTPATIENTS,UNKNOWN,,,,,400.00
Luxembourg,2018,46,ARI OUTPATIENTS,ALL,,,,,400.00
Luxembourg,2018,46,TREND,,,,,,Unchanged
Luxembourg,2018,46,INTENSITY,,,,,,baseline
Luxembourg,2018,46,IMPACT,,,,,,Not Available
Luxembourg,2018,46,GEOSPREAD,,,,,,No Activity
Luxembourg,2018,47,ILI CASES,UNKNOWN,,,,,4.00
